	word	label_int
47176	fair	6
110225	scaffold	5
71706	laser	6
41839	elucidate	9
95975	precarious	5
134686	unsurpassed	6
16975	cage	5
45467	exclusion	7
23383	comatose	3
63598	improvise	8
80085	misplace	5
103446	refine	6
123500	supremacy	0
54396	gift	6
70644	kind	4
31277	damages	7
122750	suicide	0
91967	persecution	7
54539	girder	9
114830	sinner	0
124323	swim	3
15895	buffet	5
28045	correction	5
56152	greedy	2
88105	overdose	5
35523	difficulty	3
54385	gibberish	5
45545	executioner	5
75234	luck	4
110295	scaly	5
78996	mettle	6
140025	wimpy	5
58596	healing	6
140366	withstand	6
100073	purge	3
21656	classics	6
108249	romantic	9
133793	unkind	3
6831	archaeology	1
93805	plated	5
24515	complication	5
36800	disdain	0
33061	delight	1
99419	pry	9
107768	riotous	8
120029	steadfast	9
36217	disapprove	7
33980	derision	0
95132	porn	2
64543	incurable	3
96681	prerequisite	1
75175	lowlands	5
52286	friendly	6
83751	neutral	1
4639	amortization	9
133393	unhealthy	3
26229	considerate	9
107021	revere	1
107532	ridiculous	2
67597	interested	7
79235	midwife	5
37622	disreputable	2
13824	boisterous	4
117576	soup	6
31303	damnation	3
15537	broke	7
100516	qualified	6
82202	murder	2
53438	gape	8
115275	skirmish	5
113385	shelved	5
114130	shun	0
113690	shooting	0
86235	olfactory	5
30465	cumbersome	5
102571	receiving	1
16923	cadaver	3
74305	loath	5
87635	outcast	5
129655	transgression	5
61397	humiliation	7
54196	genuine	6
9159	authorization	9
126860	theocratic	0
9925	badness	5
37335	disparaging	5
94291	plump	1
18846	cathedral	6
132575	undecided	5
115520	slave	0
43224	enliven	4
15755	brutality	5
81264	morals	4
18509	cashier	9
38498	divorce	8
25029	conciliation	9
9873	bacterium	3
42807	endless	7
67697	interment	7
42940	enforce	0
52557	frown	7
136419	veracity	9
45777	exile	7
140015	wimp	5
95693	poverty	3
102650	recidivism	0
22992	coldness	2
68810	irreconcilable	0
32505	defection	5
117422	soreness	2
35589	digit	9
3193	agony	3
115552	slayer	2
27944	coronation	4
82336	musical	6
24895	conceit	5
122439	succeeding	9
9589	axiom	9
24275	competition	5
33273	dementia	3
101703	rape	3
101226	radiate	6
134277	unpublished	7
59164	helpful	4
40116	duke	6
55861	grasping	1
55415	gory	5
92416	pharmaceutical	6
15666	brotherhood	6
5272	animosity	2
82205	murder	5
107069	reverie	9
91398	perchance	8
53924	gem	4
112342	septic	2
120435	stifled	5
37	abandoned	7
76167	malaria	7
109295	sadness	5
91675	perishable	5
39127	doubt	7
87633	outcast	3
109095	ruse	5
30677	curse	7
32085	deception	5
98163	prohibited	3
75835	maggot	5
427	abscess	7
49236	fireproof	6
37055	disinformation	5
25645	conflagration	5
50764	food	4
51956	frank	6
34423	despotic	3
37355	disparity	5
52109	freely	9
97910	profane	0
118869	spotless	9
131805	ultimatum	5
28459	counselor	9
137404	virtuous	4
87625	outburst	5
15294	bridegroom	4
66295	inmate	5
99900	punished	0
31725	deactivate	5
63652	impurity	2
81453	mortgage	3
92245	pervert	5
96918	presto	8
30366	culmination	6
67592	interested	2
121685	stunned	5
75362	lumpy	2
132847	undesired	7
33667	dependence	7
78227	meltdown	7
105282	repelling	2
108903	ruinous	3
73315	lick	5
7496	articulate	6
131337	turmoil	7
97073	prevent	3
135376	usher	6
77166	marvelously	6
31781	deal	1
12382	bigot	2
77266	massage	6
130640	tripping	0
58347	haunted	7
12655	biopsy	5
106426	restful	6
140494	wonderfully	4
29061	cramp	1
80628	modify	8
97485	prison	5
106990	revenge	0
108885	ruin	5
72549	legal	9
108900	ruinous	0
38995	doomsday	5
58135	harry	5
32943	delay	3
56365	grimy	5
133302	unfriendly	2
45976	expectation	6
30690	cursing	0
34451	destination	1
104774	remedy	4
80793	molestation	3
79796	miraculous	6
84175	noise	5
106946	reunion	6
82685	nab	5
75065	lounge	5
5965	apathetic	5
104121	rehabilitation	1
137753	volatility	3
122613	sufferer	3
82326	music	6
126939	therapeutic	9
45445	excluded	5
34065	derogatory	5
64277	income	7
128793	torrent	3
57077	gullible	7
711	accelerate	1
110353	scapegoat	3
133325	unfurnished	5
133431	unification	1
9530	awful	0
120705	stolen	5
51123	foreigner	3
109609	salvation	9
45438	exclaim	8
89975	partisan	5
4992	anathema	2
45773	exile	3
13434	blossom	4
114939	sisterhood	9
35046	devotional	6
104344	rejoicing	4
4804	amusing	4
12720	birthplace	0
60629	hope	9
29266	cream	6
24369	complement	9
5350	annihilated	0
105560	reprisal	0
17924	captivate	4
55940	grating	0
130310	trespass	0
33115	delinquency	5
126916	theoretical	6
95767	powerless	7
110570	schism	0
31175	daemon	5
93894	playful	4
85666	obvious	6
114629	simplify	9
47352	falsify	2
52930	furiously	0
134415	unrequited	5
130888	trump	8
102415	rebel	5
133516	uninfected	6
45305	excess	5
3820	allegation	0
107364	rhythmical	4
123176	superior	6
60972	hostile	2
28690	court	0
37582	disqualified	2
20865	chore	5
92235	perversion	5
126629	testament	9
13495	blowout	5
70006	judicious	6
934	accomplished	4
20706	chisel	6
51969	frankness	9
135275	urchin	5
100166	purr	6
51530	forsaken	0
137564	visitor	4
13343	blockade	3
7370	arrogant	0
133261	unfold	1
95145	porno	5
4675	amphetamines	5
57495	hallucination	5
66173	injection	3
60087	hoary	7
13205	blinded	5
127736	tickle	6
44757	euthanasia	7
12900	blackmail	0
48216	felicity	6
136952	vicious	2
11989	bequest	9
65556	infiltration	6
68855	irregularity	5
80496	moderate	6
34322	desist	2
56340	grim	0
28608	coup	8
48494	festival	4
115216	skillful	6
127526	throne	6
13028	blast	8
43458	entertainment	8
119442	stalemate	2
499	absolution	9
60116	hobby	6
42664	encourage	4
31097	cytomegalovirus	7
60838	horror	8
29009	cradle	9
24259	competency	9
32010	deceit	0
46315	explosion	5
28945	crabby	5
20336	cheering	6
51186	foresight	6
66190	injure	0
3570	alcoholism	0
107478	riddle	8
82842	nappy	2
61232	hulk	2
37772	disservice	2
25665	conflicting	5
136819	veteran	9
7403	arsenic	3
4556	amicable	6
45426	exciting	6
127996	timely	6
26399	constant	9
36880	disgraced	0
12357	bier	7
97480	prison	0
24340	complain	0
88822	painful	2
54675	glare	5
127593	thug	3
65670	inflict	0
3673	alien	3
65490	inferno	0
59143	helmet	3
78555	merciless	5
22529	coax	9
76625	manipulate	5
61593	hurricane	3
86007	offense	7
120493	stillness	3
105850	resent	0
108895	ruined	5
72255	leakage	5
113990	shriek	0
124557	sympathize	7
76586	manifested	6
47543	fangs	3
60247	holocaust	7
52343	frightful	3
1657	adder	7
35836	dinner	6
61216	hug	6
33873	depress	3
54624	glad	4
88465	overwhelmed	5
91962	persecution	2
31023	cyclone	3
79962	misery	2
56347	grim	7
1196	ace	6
139666	white	6
31028	cyclone	8
94323	plunge	3
77066	marry	6
136919	vicar	9
35520	difficulty	0
24266	competent	6
130783	troublesome	3
138443	ware	3
78591	merge	1
69264	jackpot	4
104940	remove	0
30522	cur	2
40203	dungeon	3
136529	verified	9
14347	boredom	7
81317	morgue	7
4466	ameliorate	6
121249	strength	9
38165	disuse	5
133045	unemployed	5
123485	suppress	5
128266	title	6
65655	inflation	5
81586	motherhood	6
79910	misconception	0
93984	pleasurable	4
133607	uninterested	7
116375	smuggler	5
17816	capitalist	6
64040	incest	0
131016	truthfulness	6
70550	kidnap	0
42946	enforce	6
12867	black	7
75129	lover	9
140176	winnings	6
60444	honest	4
69235	jabber	5
79266	mighty	6
94383	pneumonia	3
92277	pessimist	7
44999	evident	9
4354	amazingly	4
33310	demolish	0
50246	flowery	6
37620	disreputable	0
106516	restraint	6
2787	afflict	7
15844	buddy	4
136048	veer	8
34461	destined	1
62147	idiocy	7
73630	limited	0
113890	shove	0
82933	nasty	3
40716	ease	6
133136	unexpected	6
76205	malformation	5
1224	achieve	4
134275	unpublished	5
110415	scare	5
72265	leaky	5
47310	falsehood	0
97034	prevail	4
135730	vampire	0
66796	inspire	6
33	abandoned	3
118011	spectacular	1
134795	untimely	5
132175	unbelievable	5
2306	advanced	6
132075	unattainable	5
68286	intuition	6
67649	interior	9
101165	racket	5
10330	banishment	0
58685	hearse	5
133202	unfaithful	2
34715	deterioration	5
116090	smack	0
120735	stoned	5
57397	haggard	7
35911	diplomacy	1
60805	horrific	5
44406	esprit	6
119686	starry	6
76725	manslaughter	5
26772	contemptible	2
32807	deformity	7
122683	suffocating	3
32095	deceptive	5
12083	bestial	3
26420	consternation	0
52795	fuming	5
16613	butcher	3
37833	dissolution	3
118655	spoil	5
95816	practice	6
21426	civility	6
45971	expectation	1
85915	odious	5
6481	apprehensive	1
106276	respecting	6
44295	escalate	5
43545	entrails	5
76375	mandamus	5
43451	entertainment	1
13187	blighted	7
105491	representing	1
125590	taunt	0
24246	competence	6
47793	fatality	3
113640	shoddy	0
48484	fervor	4
97969	professor	9
51003	foreboding	3
7803	assassin	3
109677	sanctify	7
92936	picturesque	6
91060	penalty	0
91427	perdition	7
34965	devilish	5
103156	rectify	6
58746	heartily	6
113198	shatter	8
47235	faithless	5
99036	protector	6
88214	overjoyed	4
76011	mail	1
33936	depth	6
140013	wimp	3
3150	agitation	0
66587	insecure	7
135663	validity	3
107391	ribbon	1
122966	sun	6
97186	pride	6
131693	tyranny	3
138165	wail	5
133785	unjustified	5
122444	success	4
74310	loathe	0
4993	anathema	3
83358	nefarious	8
42296	empathy	6
136586	vernal	6
18855	catheter	5
29181	craving	1
61861	hype	1
90509	patron	9
37152	dislike	2
103697	refugee	7
53331	gambler	1
57986	hardy	6
107225	revolting	5
122595	sue	5
121345	strike	5
107285	revulsion	5
31886	debate	6
59156	helper	6
37367	dispassionate	7
132018	unanticipated	8
123429	supporter	9
53139	gage	9
97206	priesthood	6
116095	smack	5
122753	suicide	3
95487	posthumous	7
22692	coerce	2
3035	aggravated	5
117314	sonorous	4
106693	retard	3
25814	congratulatory	4
34425	despotic	5
2509	advocacy	9
51867	fragile	7
110865	scotch	5
32055	deceiving	5
37640	disrespect	0
107186	revive	6
9750	backbone	0
25203	condemnation	3
70415	kern	5
140870	worthless	0
31095	cytomegalovirus	5
82235	murky	5
36729	discretion	9
827	accident	7
112821	sex	1
140417	woe	7
78415	menial	5
129435	tramp	5
38395	divestment	5
5513	anomaly	3
11995	bereaved	5
112549	serve	9
118245	spent	5
106329	respite	9
94552	poison	2
130785	troublesome	5
113775	shortage	5
9370	averse	0
37526	disposed	6
102379	reassure	9
87623	outburst	3
133686	unitary	6
46205	expired	5
16706	buxom	6
111305	sear	5
141500	yelp	0
45005	evil	5
83375	negative	5
110080	savage	0
57123	gun	3
104025	regretting	5
8413	atherosclerosis	3
7999	assignee	9
93272	pious	2
55426	gospel	6
30513	cupping	3
66806	inspired	6
125526	tasteful	6
54343	ghetto	3
62233	idolatry	3
135095	unyielding	5
13392	bloodshed	2
68793	irrational	3
110144	savor	4
82327	music	7
20105	chase	5
76772	manure	2
137758	volatility	8
139330	wench	0
59253	hemorrhage	3
138073	vulture	3
49106	finery	6
29419	creditable	9
55112	goblin	2
51636	fortress	6
64246	inclusive	6
93562	plague	2
60927	hospice	7
82588	mysterious	8
6951	ardent	1
686	academic	6
130686	triumphant	6
23410	combatant	0
23870	commotion	0
4672	amphetamines	2
131922	unaccountable	2
86618	opera	8
134681	unsurpassed	1
106324	respite	4
30301	cue	1
77996	medical	6
126395	terminal	5
52289	friendly	9
42753	endangered	3
93974	pleased	4
82598	mystery	8
44060	eradicate	0
43327	enslaved	7
3707	alienation	7
71105	laborious	5
64375	inconsequential	5
34199	deserve	9
26951	continue	1
5842	antisocial	2
120989	straightforward	9
95046	popularity	6
18737	catastrophe	7
99176	proverbial	6
124695	synonymous	5
135111	uphill	1
93957	plea	7
107044	reverend	4
102655	recidivism	5
74162	litigious	2
89967	parting	7
2206	adorable	6
34705	deteriorated	5
112327	sepsis	7
37612	disregarded	2
92756	physician	6
111449	secrecy	9
7556	artiste	6
31925	debris	5
108492	rotting	2
59501	hero	1
21754	clean	4
57520	halter	0
141473	yell	3
3093	aggressive	3
66747	insolvency	7
69991	judiciary	1
51044	forefathers	4
127592	thug	2
64800	indict	0
72145	lazy	5
106825	retraction	5
46889	eyewitness	9
95874	praised	4
134433	unrest	3
9139	authoritative	9
64141	incite	1
34955	devil	5
105689	reputable	9
52560	frowning	0
34173	deserted	3
32573	defense	3
46705	extrajudicial	5
133310	unfulfilled	0
45738	exhilaration	8
42943	enforce	3
3055	aggravation	5
46273	explode	3
127306	thoughtful	6
8618	attacking	8
20308	cheer	8
58161	harvest	1
7783	assail	3
137529	visionary	9
51489	formula	9
128977	touchy	7
91454	perfect	4
132707	underpaid	7
75139	loving	9
107277	revolver	7
138697	wasteful	7
18116	career	6
55966	gratitude	6
5136	angelic	6
112792	sewage	2
93365	pirate	5
9867	bacteria	7
125535	tasteless	5
32795	deformed	5
38490	divorce	0
55417	gory	7
56755	grudgingly	5
67294	intelligence	4
134945	unwarranted	5
66235	injustice	5
71785	latent	5
66609	inseparable	9
22938	coincidence	8
124321	swim	1
96786	presentment	6
47973	fearful	3
50283	fluctuation	3
87166	orderly	6
34454	destination	4
29946	crowning	6
48456	fertile	6
108231	romance	1
104246	reinstate	6
77888	medal	8
91945	perplexity	5
137406	virtuous	6
97946	profession	6
96636	prepared	6
140427	woeful	7
25453	confession	3
82545	muzzle	5
85172	obesity	2
33822	depraved	2
24880	concealment	0
54156	genteel	6
7827	assassination	7
96611	preparatory	1
40524	eager	4
133565	unintelligible	5
47960	fear	0
34405	despicable	5
3573	alcoholism	3
1665	addiction	5
133295	unfortunate	5
62701	immediately	1
132981	undying	1
27497	convict	7
35488	differently	8
62466	illustrate	6
71024	kudos	4
90406	patience	6
11323	beastly	3
55641	graduation	1
52729	fulfillment	9
97156	priceless	6
58996	heft	6
10317	banish	7
42236	emir	6
68817	irreconcilable	7
86725	opium	5
115982	sludge	2
121065	strangle	5
109304	safe	4
112174	sensuality	4
65312	infamous	2
632	abuse	2
21024	church	4
104779	remedy	9
64315	incompetent	5
92046	personable	6
57882	harass	2
141445	yearning	5
2769	affirmatively	9
114103	shudder	3
48605	fiasco	5
39156	doubtless	6
34595	detain	5
72299	leaning	9
109414	saint	4
51736	found	6
51046	forefathers	6
63113	impermeable	3
119585	standstill	5
139204	weight	4
13826	boisterous	6
92486	philanthropist	6
77676	mayor	6
34780	detonation	0
101065	quote	5
89497	paralysis	7
62320	ill	0
435	absence	5
295	abominable	5
76230	malign	0
106835	retrenchment	5
44857	evasion	7
22273	cloudiness	3
20503	chicken	3
37005	dishonor	5
18553	casket	3
38873	dominate	3
55255	gonorrhea	5
13312	bloated	2
28985	cracking	5
47506	fancy	6
32912	degrading	2
40167	dumps	7
5415	annoy	5
7790	assailant	0
117344	soothing	4
106334	resplendent	4
108646	routine	6
117805	spat	5
123081	sunset	1
133266	unfold	6
53400	gang	0
121111	strategist	1
140899	wot	9
102139	readiness	9
139203	weight	3
1247	aching	7
125996	temperance	6
116568	sneeze	8
25202	condemnation	2
61347	humbug	7
12822	bitterness	2
63596	improvise	6
47524	fanfare	4
7975	asshole	5
65285	inexplicable	5
57984	hardy	4
141090	wring	0
97376	principal	6
28296	cosmopolitan	6
69746	joined	6
101102	rabid	2
140970	wreak	0
26505	constrain	5
83357	nefarious	7
20304	cheer	4
42717	encumbrance	7
32546	defended	6
117694	spaniel	4
54798	glimmer	8
9146	authority	6
88956	palatable	6
127463	thrill	3
117535	soulmate	5
117206	solution	6
73005	lethargy	5
80035	misleading	5
5129	angel	9
133278	unforeseen	8
86545	opaque	5
20998	chuckle	8
96942	presumptuous	2
63006	impeccable	6
10912	bastard	2
116395	smut	5
4426	ambition	6
86407	onerous	7
124324	swim	4
84459	notable	9
61309	humanity	9
130391	tributary	1
52849	fundamental	9
69533	jeopardize	3
110845	scorn	5
96806	preservative	6
119453	stalk	3
70796	kitten	6
119966	staunch	6
91776	permission	6
92542	phlegm	2
82932	nasty	2
118306	spice	6
118927	sprain	7
20321	cheerfulness	1
79495	mimicry	5
27105	contradictory	5
113357	shell	7
47216	faith	6
131180	tumultuous	0
10303	banger	3
35916	diplomacy	6
105061	renovate	1
102070	react	0
32462	default	2
31646	dawn	6
54255	geriatric	5
102131	readiness	1
123898	suspense	8
59941	hire	1
5900	anxiety	0
45246	excel	6
125316	tanned	6
32993	deleterious	3
30520	cur	0
137536	visit	6
55926	grateful	6
80569	modest	9
68606	invite	6
46781	extricate	1
36833	disembodied	3
102811	recognizable	1
133070	unequal	0
102126	readily	6
63403	impotence	3
84999	nurture	9
61656	husbandry	6
14902	bran	2
12895	blackjack	5
128205	tiredness	5
97906	productivity	6
64523	incubus	3
62496	illustrious	6
49917	fleece	7
95881	praiseworthy	1
99214	providing	4
94915	ponderous	5
68063	intimidation	3
75941	magnificent	1
60442	honest	2
140963	wrath	3
18991	cautious	1
42548	enchant	8
7536	artisan	6
42976	engaged	6
4796	amusement	6
15767	brute	7
126030	tempest	0
24166	compatible	6
37435	dispersion	5
4031	allure	1
57527	halter	7
55124	god	4
15376	brightness	6
64547	incurable	7
57762	hanging	2
36867	disfigured	7
61286	humanitarian	6
25627	confiscate	7
79992	mishap	2
108043	robber	3
119083	squall	3
135159	uplift	9
62790	immorality	0
132888	undiscovered	8
137212	vindictive	2
13927	bomber	7
37222	dismemberment	2
80375	mob	5
94122	plight	2
79784	miracle	4
55766	grant	6
107325	rheumatism	5
107223	revolting	3
75145	lower	5
120903	stormy	3
100392	quack	2
114215	sickening	5
95373	possessed	3
133485	unimportant	5
40695	earthquake	5
80082	misplace	2
19	abacus	9
51156	forerunner	6
112473	seriousness	3
32655	defiance	5
87276	organization	6
96103	precipice	3
51336	forgiving	6
98957	prostitution	7
38499	divorce	9
102406	rebate	6
127392	threatening	2
107176	revival	6
2845	affront	5
1439	acrobat	9
140345	wither	5
39125	doubt	5
64143	incite	3
44278	eruption	8
40135	dumb	5
44225	erroneous	5
130303	trepidation	3
122617	sufferer	7
16912	cad	2
96296	predilection	6
60085	hoary	5
28180	corrupting	0
14477	bothering	7
81415	morsel	5
94659	police	9
94553	poison	3
118037	specter	7
104771	remedy	1
113555	shipwreck	5
24606	composer	6
131742	ugliness	2
135395	usurp	5
94580	poisonous	0
31385	dandruff	5
93155	pimple	5
103555	reflux	5
46085	expenses	5
71525	languid	5
126665	tetanus	5
5153	angina	3
138513	warned	3
13515	blues	5
99783	puma	3
999	accountability	9
60240	holocaust	0
4651	amour	1
42745	endanger	5
138191	wait	1
60950	hostage	0
38175	disused	5
82487	mutilation	7
104765	remedial	5
95866	praise	6
54140	gent	0
50176	floral	6
17573	cannibal	3
78117	meek	7
51855	fracture	5
5139	angelic	9
33760	deportation	0
29685	critic	5
60307	homesick	7
19826	chant	6
136115	vehement	5
10380	bankruptcy	0
13156	blessing	6
56218	greeting	8
40366	dutiful	6
113683	shooter	3
44256	erudite	6
61883	hypertrophy	3
33963	deranged	3
75502	lush	2
7972	asshole	2
127731	tickle	1
94127	plight	7
141444	yearning	4
114833	sinner	3
10359	bank	9
47988	fearfully	8
60035	hit	5
87650	outcry	0
88503	owing	3
139796	wicket	6
38095	distressing	5
93986	pleasurable	6
43864	equality	4
47147	failure	7
122021	submit	1
94318	plunder	8
50963	forcibly	3
5455	annul	5
138786	waterproof	6
12797	bitch	7
37305	disorderly	5
46486	exquisite	6
59465	hermaphrodite	5
46291	explore	1
11386	beautify	6
105429	reporter	9
31142	dabbling	2
70510	kick	0
69393	jarring	3
115635	sleet	5
90915	pedestrian	5
68596	invitation	6
78742	messy	2
59546	heroine	6
630	abuse	0
48625	fib	5
56696	grow	6
959	accord	9
42806	endless	6
138977	wearily	7
60830	horror	0
50945	forced	5
17437	cancer	7
9026	aura	6
30601	curiosity	1
133775	unjustifiable	5
10283	bane	3
8796	attraction	6
62378	illegitimate	8
13000	blasphemous	0
50253	flu	3
128659	top	9
9089	authentic	9
29345	creature	5
113521	ship	1
77735	meandering	5
21766	cleaning	6
104985	rend	5
89556	paraphrase	6
74335	loathsome	5
38676	dogged	6
21646	classical	6
132735	undersized	5
72095	laxative	5
130189	tree	9
33343	demonic	3
11047	battered	7
56959	guidebook	9
52355	frigid	5
11043	battered	3
11083	battlefield	3
22816	cognitive	6
75737	mad	7
64973	indomitable	3
18126	careful	6
624	abundant	4
88115	overdue	5
9372	averse	2
13185	blighted	5
51475	formless	5
5145	anger	5
88216	overjoyed	6
33156	deliverance	6
55915	grated	5
123061	sunny	1
11746	believing	6
126563	terrorism	3
64335	incompleteness	5
140022	wimpy	2
88596	pacific	6
128975	touchy	5
27656	coolness	6
70226	justifiable	6
5435	annoying	5
86405	onerous	5
122743	suicidal	3
138365	wane	5
64265	incoherent	5
25836	congregation	6
31025	cyclone	5
84273	noncompliance	3
27996	corporeal	6
395	abrogate	5
107026	revere	6
77089	marshal	9
109411	saint	1
20318	cheerful	8
47857	fatigued	7
85195	obi	5
70009	judicious	9
27166	contribute	6
66804	inspired	4
23403	combat	3
134965	unwashed	5
3682	alienate	2
34565	detachment	5
126810	theft	0
9455	avoid	5
20269	checklist	9
118906	spouse	6
31573	dashed	3
108752	rubbish	2
112105	senseless	5
3601	alertness	1
140221	wireless	1
106007	resignation	7
60992	hostility	2
29389	credibility	9
140823	worrying	3
30395	culprit	5
59755	highest	5
107034	reverence	4
19141	celebrating	1
134465	unruly	5
97299	primer	9
140386	wits	6
85725	occult	5
73761	linger	1
111882	selfish	2
133035	uneducated	5
78225	meltdown	5
117304	sonnet	4
140256	wise	6
102657	recidivism	7
110890	scourge	0
75373	lunacy	3
98911	prosper	1
28139	corroborate	9
141117	wrinkled	7
42971	engaged	1
59816	hilarious	6
37050	disinformation	0
56341	grim	1
138463	warfare	3
40534	eagerness	4
57416	hail	6
104046	regularity	6
36542	discontent	2
31493	darkened	3
33735	deplore	5
57627	hamstring	7
8335	asylum	5
130092	treason	2
13015	blasphemy	5
106766	retirement	6
108045	robber	5
78106	medley	6
70209	jury	9
60933	hospital	3
126909	theorem	9
113043	shame	3
8679	attendant	9
112100	senseless	0
96473	prejudiced	3
45	abandonment	5
95315	pose	5
18975	caution	5
78666	merry	6
63502	imprisonment	2
118983	sprite	3
5716	antibiotics	6
63675	inability	5
94014	pledge	4
47168	fainting	8
130969	trust	9
128623	toothache	3
51666	fortune	6
25557	confined	7
93909	playground	9
73231	liberation	1
140498	wonderfully	8
60446	honest	6
97021	pretty	1
7949	assessment	9
42544	enchant	4
26726	contemplation	6
27529	convinced	9
6564	approve	4
36796	discussion	6
109659	sanctification	9
85455	obscurity	5
62385	illicit	5
94732	politic	2
91571	peril	1
139545	whine	5
140927	wrangling	7
123597	surgery	7
33287	demise	7
140920	wrangling	0
7186	armed	6
71077	labored	7
66808	inspired	8
75199	loyal	9
17739	cap	9
115782	slimy	2
87626	outburst	6
111416	seclusion	6
96785	presentment	5
75732	mad	2
29131	craps	1
136560	vermin	0
29592	criminality	2
30486	cunning	6
56605	grounded	5
2226	adore	6
117707	spank	7
63677	inability	7
24775	compulsory	5
30100	crushed	0
3523	alarming	3
2229	adore	9
9545	awkwardness	5
64699	independence	9
107233	revolution	3
116135	smash	5
77544	matrimony	4
29396	credible	6
81135	moody	5
13002	blasphemous	2
19176	celestial	6
43281	enroll	1
87456	ornate	6
111807	segregate	7
120545	sting	5
108425	rot	5
140811	worry	1
2739	affirm	9
81430	mortality	0
72045	lawlessness	5
18266	carol	6
12430	bile	0
25975	conjuring	5
77881	medal	1
56555	grope	5
63655	impurity	5
130389	tribune	9
68347	invalid	7
15902	bug	2
20212	cheat	2
119718	startle	8
136830	veto	0
85343	obliterated	3
135183	uprising	3
59824	hilarity	4
10310	banish	0
60532	hood	2
78835	metastasis	5
81905	muck	5
141233	wrongly	3
25567	confinement	7
71026	kudos	6
118736	sponsor	6
63588	improvisation	8
66543	insanity	3
48506	festive	6
85217	obituary	7
136266	venerable	6
89627	pare	7
69002	irritating	2
87446	ornamented	6
85698	occasional	8
40070	duel	0
61214	hug	4
9136	authoritative	6
19169	celebrity	9
5766	antifungal	6
56136	greatness	6
85094	oasis	4
51347	forgotten	7
675	abyss	5
130396	tributary	6
5515	anomaly	5
44175	err	5
32005	deceased	5
43276	enrich	6
67362	intense	2
112871	shackle	1
129739	translation	9
85975	offend	5
36435	disclaim	5
1245	aching	5
99211	providing	1
139189	weigh	9
116085	sly	5
67463	intercede	3
60488	honeymoon	8
53589	garrison	9
131645	typhoon	5
85749	occupant	9
106386	responsible	6
102929	reconciliation	9
11934	benevolence	4
81331	morn	1
14226	boon	6
11753	belittle	3
45421	exciting	1
51181	foresight	1
39227	downfall	7
4443	ambulance	3
66905	instigation	5
140156	winner	6
79536	mindfulness	6
137561	visitor	1
3702	alienation	2
84567	nothingness	7
131335	turmoil	5
45949	expect	9
24236	compensatory	6
121957	subjugation	7
97996	proficient	6
29985	crucifixion	5
134763	unthinkable	3
61553	hunter	3
8603	attack	3
110142	savor	2
81268	morals	8
83509	neighbor	9
65543	infidelity	3
24765	compulsion	5
27356	conversant	6
106993	revenge	3
51527	forsake	7
41280	egregious	0
63305	impolite	5
16615	butcher	5
58035	harmful	5
87205	ordnance	5
53151	gain	1
63896	inauguration	6
127350	thrash	0
60226	holiness	6
128165	tipsy	5
51339	forgiving	9
121307	stretcher	7
52567	frowning	7
34500	destroyer	0
58864	heavenly	4
48147	feeble	7
127380	threaten	0
9995	bailiff	5
113399	shepherd	9
96866	president	6
130017	travesty	7
26695	contaminated	5
103725	refusal	5
13436	blossom	6
31295	damn	5
56816	guarantee	6
123509	supremacy	9
71493	landslide	3
136269	venerable	9
113129	share	9
36492	discolored	2
116022	slum	2
2966	aga	6
117646	spa	6
57965	hardship	5
61145	howl	5
16741	buzz	1
36763	discrimination	3
82500	mutter	0
956	accord	6
55115	goblin	5
117899	specialize	9
120349	steward	9
2466	advise	6
119476	stallion	6
85590	obstruct	0
106685	retaliatory	5
12007	bereavement	7
107299	reward	9
101771	rapture	1
51927	frailty	7
12125	betrayal	5
40096	duet	6
84896	numbers	6
43233	enmity	3
82725	naive	5
140825	worrying	5
81189	moorings	9
34697	deteriorate	7
138445	ware	5
33757	deport	7
11347	beating	7
136501	verge	1
86727	opium	7
95390	possession	0
71332	lament	2
54865	gloom	5
33512	denounce	2
16277	burdensome	7
55566	gracious	6
76630	manipulation	0
47265	fallacious	5
55394	gorgeous	4
17921	captivate	1
26941	continuation	1
47437	famine	7
88040	overbearing	0
68641	invoke	1
140164	winning	4
101335	radon	5
270	abolish	0
141365	yawn	5
35615	digress	5
105865	resentful	5
60533	hood	3
126889	theological	9
112637	setback	7
65315	infamous	5
103355	redundant	5
33166	delivery	6
42999	engaging	9
44316	escape	6
30515	cupping	5
55934	gratify	4
44516	esthetic	6
31345	damper	5
8286	astronaut	6
87006	oracle	6
2847	affront	7
9373	averse	3
132455	unconstitutional	5
131551	twinkle	1
138315	wan	5
85099	oasis	9
93235	pinion	5
19161	celebrity	1
4919	analyst	9
19265	censor	5
52650	frustration	0
122968	sun	8
122035	subordinate	5
133822	unlawful	2
15271	bridal	1
17199	calls	9
20959	chronicle	9
69794	joker	4
86825	opposition	5
15353	brigade	3
15740	brutal	0
29343	creature	3
42541	enchant	1
133303	unfriendly	3
65515	infertility	5
57615	hamper	5
7815	assassinate	5
121688	stunned	8
27519	convince	9
30523	cur	3
28706	courteous	6
5200	anguish	0
116172	smell	2
139335	wench	5
36982	dishonest	2
32018	deceit	8
95749	powerful	9
11926	benefit	6
16977	cage	7
19006	cautiously	6
68085	intolerance	5
50915	forbid	5
81096	monument	6
106236	respectability	6
13161	blessings	1
133222	unfavorable	2
48085	fecal	5
10369	banker	9
38005	distorted	5
108349	rooted	9
60803	horrific	3
37243	dismissal	3
85065	oaf	5
42996	engaging	6
139209	weight	9
32186	declaratory	6
9326	avatar	6
