	word	label_int
13434	blossom	4
34458	destination	6
19329	center	7
110363	scar	3
48498	festival	6
117457	sorrow	5
58292	hatred	2
33852	depreciated	2
35121	diagnosis	1
118484	spirits	4
56982	guillotine	2
120540	sting	0
7060	arguments	0
101771	rapture	1
40302	duress	2
116393	smut	3
138508	warn	6
95008	pop	6
137160	villainous	0
52281	friendly	1
56572	grotesque	2
110383	scarce	3
47867	fatty	5
105540	reprimand	0
59509	hero	7
16927	cadaver	5
123492	suppression	2
84632	notoriety	2
86639	operation	7
48249	fellow	7
45442	excluded	2
19260	censor	0
124873	taboo	3
22997	coldness	5
38689	dogma	7
122989	sundial	7
46587	exterminate	5
40203	dungeon	3
110362	scar	2
125717	tearful	5
45537	execution	5
122407	subvert	5
30467	cumbersome	5
13410	bloody	0
31289	dame	7
66748	insolvency	6
47168	fainting	6
109501	saliva	1
84858	nullify	6
16479	bursary	7
89	abbot	7
55377	gore	5
73053	leukemia	3
59702	hideous	2
98121	progress	1
50081	flirt	1
138623	wary	3
3249	agreement	7
58591	healing	1
6739	arbiter	7
72072	lawyer	2
9239	automatic	7
28139	corroborate	7
11033	batter	3
85997	offender	5
65677	inflict	5
101707	rape	5
128757	torment	5
14347	boredom	5
31851	death	1
56282	grievance	2
126407	terminate	5
124219	sweetheart	7
109609	salvation	7
41574	elegant	4
19169	celebrity	7
99419	pry	7
81264	morals	4
15368	brighten	6
103883	regiment	3
82932	nasty	2
54899	glorify	7
110870	scoundrel	0
106334	resplendent	4
25653	conflict	3
120452	stigma	2
36943	disgusting	3
30520	cur	0
15353	brigade	3
69480	jealousy	0
9129	author	7
56062	gray	2
122683	suffocating	3
73238	liberation	6
56790	grumpy	0
53769	gauging	7
83663	nether	3
127019	thermometer	7
75392	lunatic	2
26050	conquest	0
34402	despicable	2
126889	theological	7
7790	assailant	0
11083	battlefield	3
61980	hysterical	0
68608	invite	6
99131	proud	1
15289	bride	7
90111	passenger	1
62373	illegitimate	3
60114	hobby	4
26399	constant	7
46053	expel	3
43322	enslaved	2
81487	mortification	5
87712	outhouse	2
99139	proud	7
2604	aesthetics	4
22184	closure	4
120487	stillborn	5
110983	scream	3
47229	faithful	7
2787	afflict	5
109213	sabotage	3
45221	exceed	1
68611	inviting	1
88310	overpriced	0
123549	surety	7
16613	butcher	3
115772	slime	2
85289	oblige	7
75783	madness	3
66743	insolvency	3
80797	molestation	5
31788	deal	6
84337	nonsensical	5
23777	committal	5
61200	huff	0
130063	treachery	3
30690	cursing	0
60628	hope	6
63772	inadmissible	2
12701	birth	1
79812	mire	2
38078	distress	6
96751	present	1
110400	scarcity	0
28940	crabby	0
38893	domination	3
44999	evident	7
25968	conjure	6
104121	rehabilitation	1
33962	deranged	2
70509	khan	7
33917	depressive	5
107364	rhythmical	4
63990	incense	0
99379	proxy	7
68793	irrational	3
16610	butcher	0
76349	manage	7
5683	anthrax	3
137162	villainous	2
133197	unfairness	5
27022	contraband	2
139513	whimper	3
120453	stigma	3
33332	demon	2
130844	truce	4
10297	bang	5
22993	coldness	3
48751	fiesta	1
48972	filth	2
83087	nauseous	5
19983	chargeable	3
111882	selfish	2
24411	completing	1
32729	definitive	7
83267	necessity	5
104943	remove	3
122753	suicide	3
82222	murderous	2
92934	picturesque	4
32257	decomposition	5
88500	owing	0
98840	prosecute	0
8739	attest	7
127471	thrilling	1
50089	flirt	7
127478	thrilling	6
82492	mutiny	2
34060	derogatory	0
85333	obliterate	3
139274	welcomed	4
77031	marriage	1
99527	psychosis	5
37150	dislike	0
45252	excellence	2
47089	faculty	7
135291	urgency	1
24350	complaint	0
33892	depressing	2
73011	letter	1
139542	whine	2
10380	bankruptcy	0
32797	deformed	5
133190	unfairness	0
47352	falsify	2
64482	incredulous	2
81912	mucous	2
33883	depressed	3
68629	invocation	7
18737	catastrophe	5
25839	congregation	7
136830	veto	0
22101	clock	1
36862	disfigured	2
121782	sty	2
102637	recession	5
127590	thug	0
61659	husbandry	7
121443	stroke	3
42994	engaging	4
95888	praiseworthy	6
91422	perdition	2
29061	cramp	1
98073	prognosis	3
129518	transcendence	6
22700	coercion	0
126587	terrorize	5
96639	prepared	7
60273	homeless	3
75050	loudness	0
20744	chocolate	4
106639	retain	7
87623	outburst	3
140022	wimpy	2
55082	gob	2
44290	escalate	0
102753	recklessness	3
92870	picketing	0
14983	brawl	3
93552	plagiarism	2
89562	parasite	2
2449	advice	7
122439	succeeding	7
33607	depart	5
55691	grandchildren	1
36627	discourage	5
81037	monsoon	5
88040	overbearing	0
106692	retard	2
68263	intrusion	3
52849	fundamental	7
73221	liberate	1
13890	bombard	0
55679	grammar	7
119248	stab	6
139524	whimsical	4
64699	independence	7
58757	heartless	5
49183	firearms	3
96094	precious	4
134399	unreliable	7
109428	saintly	6
122424	succeed	4
133434	unification	4
130674	triumph	4
59113	hell	3
127463	thrill	3
14031	bonus	1
23027	collapse	5
86002	offense	2
30022	cruelty	2
30940	cutthroat	0
35113	diabolical	3
139167	weep	5
113062	shameless	2
139763	wicked	3
7783	assail	3
26469	constitute	7
13820	boisterous	0
106221	respect	1
34510	destroying	0
42167	emergency	5
136967	victim	5
74697	lonesome	5
65352	infanticide	2
55002	glut	2
103119	recruits	7
105872	resentment	2
116062	slush	2
68090	intolerant	0
92282	pest	2
71612	larceny	2
30	abandoned	0
42800	endless	0
33147	delirium	5
59120	hellish	0
35527	difficulty	5
76232	malign	2
108149	rod	7
96409	prefer	7
116541	sneaking	1
109890	satanic	0
9759	backbone	7
69261	jackpot	1
36933	disgust	3
109329	safekeeping	7
125589	taught	7
91398	perchance	6
15279	bridal	7
45948	expect	6
2479	advised	7
43209	enlightenment	7
36127	disallowed	5
136237	vendetta	5
5780	antipathy	0
24531	compliment	1
15793	buck	3
110629	school	7
37650	disrespectful	0
61147	howl	5
10181	balm	1
19158	celebration	6
92112	perspiration	2
52804	fun	4
113628	shock	6
97920	profanity	0
58687	hearse	5
116392	smut	2
86860	oppressor	0
26109	consecration	7
106847	retribution	5
128487	tomb	5
31529	darling	7
41873	emaciated	3
13211	blindfold	1
134582	unsightly	2
85749	occupant	7
38077	distress	5
107530	ridiculous	0
33757	deport	5
36937	disgust	5
34520	destruction	0
111449	secrecy	7
32022	deceitful	2
4997	anathema	5
131752	ugly	2
45773	exile	3
113620	shock	0
91464	perfection	4
92901	picnic	1
133900	unlucky	0
109530	saloon	0
97497	prisoner	5
34493	destroyed	3
29233	crazed	3
32523	defend	3
35112	diabolical	2
86613	opera	3
102422	rebellion	2
35069	devout	7
105190	repay	0
36800	disdain	0
112169	sensual	7
20019	charitable	7
19141	celebrating	1
93002	pig	2
74957	losing	5
74037	listless	5
18733	catastrophe	3
129569	transcript	7
25180	concussion	0
13340	blockade	0
122800	sullen	0
62378	illegitimate	6
44073	eradication	3
29813	cross	3
59754	highest	4
77212	masochism	2
23919	communication	7
97168	prick	6
3093	aggressive	3
141233	wrongly	3
50570	foe	0
32730	deflate	0
11939	benevolence	7
101590	rampage	0
139674	whiteness	4
57649	handbook	7
60770	horrible	0
42717	encumbrance	5
28299	cosmopolitan	7
133397	unhealthy	5
56139	greatness	7
133187	unfair	5
98139	progression	7
19253	cemetery	3
98163	prohibited	3
24881	concealment	1
130119	treasurer	7
63617	imprudent	5
51347	forgotten	5
183	abhorrent	3
56792	grumpy	2
127320	thoughtless	0
70557	kidnap	5
37543	dispossessed	3
6564	approve	4
141217	wrongdoing	5
114591	simmering	1
56341	grim	1
139209	weight	7
10562	barf	2
129432	tramp	2
137210	vindictive	0
83161	navigator	1
137758	volatility	6
98701	prophylactic	1
23799	committee	7
34667	detention	5
63397	impossible	5
104348	rejoicing	6
59187	helplessness	5
17104	calf	4
31477	dark	5
54434	giggle	4
125339	tantamount	7
73180	libel	0
123500	supremacy	0
87274	organization	4
112043	senile	3
79373	militia	3
57164	gush	4
116249	smith	7
109849	sappy	7
43471	enthusiast	1
31407	danger	5
110587	schizophrenia	5
62292	ignorant	2
141500	yelp	0
140412	woe	2
2923	aftermath	3
60440	honest	0
12903	blackmail	3
42999	engaging	7
36237	disapproving	5
130684	triumphant	4
15304	bridesmaid	4
17924	captivate	4
68609	invite	7
99063	protestant	3
25451	confession	1
80120	misrepresented	0
62372	illegitimate	2
62439	illumination	7
19840	chaotic	0
98661	prophecy	1
140833	worse	3
30411	cultivate	1
8039	assist	7
30023	cruelty	3
56699	grow	7
76482	mangle	2
102410	rebel	0
98914	prosper	4
133047	unemployed	5
19711	champion	1
109654	sanctification	4
31641	dawn	1
131921	unaccountable	1
54822	glitter	2
92237	perversion	5
42913	enemy	3
99280	provocation	0
73337	lie	5
56134	greatness	4
18228	carnage	6
34867	devastating	5
60822	horrifying	2
37663	disruption	3
46250	expletive	0
99692	puke	2
117417	sorely	5
94587	poisonous	5
43478	enthusiast	6
114103	shudder	3
63967	incarceration	5
61317	humble	5
108282	rook	2
91257	pensive	5
49321	firstborn	1
60533	hood	3
7693	asp	3
84277	noncompliance	5
57900	harbinger	0
3707	alienation	5
119212	squirm	2
34517	destroying	5
57811	hap	1
828	accident	6
122623	suffering	3
131767	ulcer	5
1470	actionable	0
60323	homework	3
80437	mocking	5
135572	vacuous	2
33863	depreciation	3
34199	deserve	7
36760	discrimination	0
127103	thief	3
43151	enjoy	1
110418	scare	6
96533	premeditated	3
121927	subjected	5
113623	shock	3
94687	polio	5
3100	aggressor	0
15491	broadside	1
29987	crucifixion	5
78654	merriment	4
81972	muff	2
25753	confusion	3
15284	bride	4
27944	coronation	4
5967	apathetic	5
88300	overpowering	0
122981	sundial	1
133261	unfold	1
58954	hedonism	4
133372	unhappy	2
20079	chart	7
127373	threat	3
10387	bankruptcy	5
95393	possession	3
48188	feeling	6
110080	savage	0
140823	worrying	3
11030	batter	0
102278	reappear	6
60803	horrific	3
32902	degrade	2
31517	darkness	5
140032	wince	2
69859	journalism	7
84271	noncompliance	1
68033	intimately	3
99922	punishment	2
94283	plummet	3
20544	child	4
16137	bum	5
109867	sarcoma	5
117962	speck	2
136107	vegetative	5
130251	tremor	1
137578	visor	6
62140	idiocy	0
57397	haggard	5
5039	ancestral	7
110699	scientific	7
57222	gutter	2
47409	familiar	7
60802	horrific	2
125324	tantalizing	4
135379	usher	7
54781	glide	1
135732	vampire	2
130017	travesty	5
22703	coercion	3
66112	iniquity	2
1999	admirable	7
134547	unseat	5
126184	tender	4
93567	plague	5
33342	demonic	2
92489	philanthropist	7
132258	uncanny	6
89889	partake	7
83703	neuralgia	3
52279	friendliness	7
65547	infidelity	5
57383	hag	3
99300	provoking	0
38873	dominate	3
9267	autopsy	5
45991	expecting	1
5741	anticipatory	1
34862	devastating	2
34860	devastating	0
109267	sacrifices	5
38002	distorted	2
133011	uneasiness	1
101982	rave	2
86283	omen	3
69914	joyful	4
70187	jurisprudence	5
112407	sequestration	5
120560	stingy	0
11323	beastly	3
8159	assure	7
122021	submit	1
79922	misconduct	2
79960	misery	0
34152	desecration	2
44763	evacuate	3
55649	graduation	7
120567	stingy	5
34357	despair	5
134603	unspeakable	3
117699	spaniel	7
13182	blighted	2
3820	allegation	0
41700	elimination	0
32858	defy	6
39159	doubtless	7
108902	ruinous	2
37280	disobey	0
34457	destination	5
12718	birthday	6
66223	injury	3
58727	heartfelt	5
3573	alcoholism	3
36043	disabled	3
105582	reproach	2
123913	suspicion	3
87148	ordeal	6
10337	banishment	5
26107	consecration	5
85550	obstacle	0
110990	screaming	0
30672	curse	2
72087	lax	5
37152	dislike	2
8179	assuredly	7
36432	disclaim	2
132158	unbeaten	6
123283	superstitious	3
122750	suicide	0
53013	fury	3
60701	horizon	1
75944	magnificent	4
101101	rabid	1
5769	antifungal	7
71713	lash	3
133318	unfulfilled	6
111530	sectarian	0
12822	bitterness	2
26363	conspire	3
56770	gruff	0
15547	broken	5
22690	coerce	0
48491	festival	1
63503	imprisonment	3
36942	disgusting	2
38774	dolphin	4
109217	sabotage	5
45254	excellence	4
45493	excruciating	3
55129	god	7
22351	clue	1
41220	effigy	0
120040	steal	0
44911	eventuality	1
45463	exclusion	3
92342	petroleum	2
5977	apathy	5
93953	plea	3
63840	inappropriate	0
51237	forfeit	5
13168	blessings	6
52637	frustrate	5
86732	opponent	2
137881	voluptuous	1
97351	princely	1
137853	volunteer	3
82543	muzzle	3
65719	influential	7
6143	appalling	3
43444	entertaining	4
22990	coldness	0
11934	benevolence	4
109017	runaway	5
92403	phantom	3
51739	found	7
123681	surprisingly	1
44977	eviction	5
20324	cheerfulness	4
102650	recidivism	0
52318	fright	6
51037	foreclose	5
66791	inspire	1
40303	duress	3
20769	choir	7
119614	star	4
79377	militia	5
87124	orchestra	4
32857	defy	5
74513	locust	3
81469	mortgagee	7
90144	passion	4
46197	expire	5
52274	friendliness	4
77314	mastery	4
114810	sinister	0
67369	intense	7
138503	warn	3
140494	wonderfully	4
106990	revenge	0
76723	manslaughter	3
36177	disappointed	5
57767	hanging	5
117493	sortie	3
108892	ruined	2
66210	injurious	0
29707	criticize	5
34713	deterioration	3
2133	admonition	3
28440	counsellor	0
39500	dreadful	0
138463	warfare	3
121060	strangle	0
117644	spa	4
30403	cult	3
129437	tramp	5
9054	auspicious	4
86850	oppressive	0
105993	resign	3
90577	pauper	5
113358	shell	6
13213	blindfold	3
61347	humbug	5
128977	touchy	5
22372	clumsy	2
19663	challenge	3
125597	taunt	5
2920	aftermath	0
14589	bounty	7
58143	harshness	3
23934	communion	4
109714	sanctuary	4
81312	morgue	2
114832	sinner	2
82000	mug	0
36590	discord	0
37653	disrespectful	3
71949	laureate	7
15917	bugaboo	5
41129	effective	7
20741	chocolate	1
113997	shriek	5
76480	mangle	0
59253	hemorrhage	3
113083	shank	3
63043	impending	3
96442	pregnancy	2
26432	constipation	2
41544	electric	4
99520	psychosis	0
33923	deprivation	3
132238	unbridled	6
34601	detainee	1
35943	dire	3
31901	debenture	1
127100	thief	0
130849	truce	7
68980	irritability	0
689	academic	7
100062	purgatory	2
101383	raging	3
33907	depression	5
114737	sinful	5
94567	poisoned	5
42783	endemic	3
8333	asylum	3
62733	immerse	3
107560	rifle	0
52010	fraudulent	0
302	abomination	2
139517	whimper	5
127442	thrift	2
19540	chaff	0
92252	perverted	2
15740	brutal	0
86343	omnipotence	3
33877	depress	5
92759	physician	7
65162	ineptitude	2
113929	show	7
86293	ominous	3
31493	darkened	3
122390	subversive	0
23669	commendable	7
32652	defiance	2
130640	tripping	0
113879	shoulder	7
137019	victory	7
65299	infallibility	7
101703	rape	3
46583	exterminate	3
125622	tawny	2
132147	unbearable	5
7199	armor	7
64669	indent	7
85992	offender	2
117390	sordid	0
67132	insult	2
112473	seriousness	3
11077	battled	5
50041	flinch	1
119013	spur	3
40220	dupe	0
90734	peaceful	4
55993	grave	3
59173	helpless	3
31097	cytomegalovirus	5
58724	heartfelt	4
46321	explosive	1
89143	pandemic	3
30102	crushed	2
31182	daft	2
40698	earthquake	6
17182	callous	2
30687	cursed	5
37660	disruption	0
37170	dislocated	0
114243	sickness	3
45414	excitement	4
37640	disrespect	0
91962	persecution	2
106461	restorative	1
55372	gore	2
86183	ogre	3
36980	dishonest	0
132888	undiscovered	6
25619	confirmed	7
20113	chasm	3
61148	howl	6
57523	halter	3
93090	pillage	0
79834	mirth	4
114033	shrink	3
125430	tariff	0
108923	rule	3
47801	fate	1
38993	doomsday	3
17603	cannon	3
4970	anarchy	0
38744	doll	4
105081	renovation	1
133797	unkind	5
81317	morgue	5
113638	shockingly	6
103747	refused	5
117700	spank	0
26489	constitutional	7
13164	blessings	4
3528	alarming	6
57419	hail	7
95518	postponement	6
19269	censor	7
40019	dubious	7
24867	conceal	5
131551	twinkle	1
45180	exasperation	0
20314	cheerful	4
36740	discriminate	0
57967	hardship	5
81510	mosque	0
126817	theft	5
6079	apologize	7
113190	shatter	0
116687	snort	5
45391	excite	1
131170	tumult	0
62232	idolatry	2
140417	woe	5
64820	indifference	0
45000	evil	0
96098	precious	6
85669	obvious	7
31781	deal	1
28069	correctness	7
25409	confederate	7
52632	frustrate	2
101758	rapt	6
36070	disagree	0
114580	simmer	0
34702	deteriorated	2
75167	lowest	5
7413	arson	3
119733	starvation	3
140922	wrangling	2
5723	antichrist	3
56297	grieve	5
45129	exaltation	7
109210	sabotage	0
132830	undesirable	0
85412	obscene	2
31413	dangerous	3
55112	goblin	2
29009	cradle	7
15902	bug	2
45540	executioner	0
131742	ugliness	2
58137	harry	5
137999	vow	7
88312	overpriced	2
70674	kindred	4
78739	messenger	7
91708	perjury	6
52424	frolic	4
58511	headlight	1
129402	traitor	2
64042	incest	2
123530	surcharge	0
52173	frenzied	3
16878	cable	6
104549	relevant	7
15910	bugaboo	0
62790	immorality	0
62731	immerse	1
139857	widower	5
60211	holiday	1
119372	stain	2
105429	reporter	7
54104	genial	4
47929	favorable	7
41434	elated	4
140164	winning	4
91953	persecute	3
94582	poisonous	2
11757	belittle	5
12714	birthday	4
98071	prognosis	1
81043	monster	3
34490	destroyed	0
79913	misconception	3
26523	constraint	3
129499	transaction	7
86441	onset	1
119728	startling	6
121908	subito	6
86710	opinionated	0
50991	forearm	1
116543	sneaking	3
56293	grieve	3
127481	thriving	1
130012	travesty	2
38147	disturbance	5
34160	desert	0
120047	steal	5
68097	intolerant	5
31634	daughter	4
40531	eagerness	1
105798	rescue	6
33820	depraved	0
137944	vote	4
73029	lettered	7
104344	rejoicing	4
107390	ribbon	0
97201	priesthood	1
33920	deprivation	0
2500	advocacy	0
66213	injurious	3
121340	strike	0
57984	hardy	4
70573	killing	3
26343	conspiracy	3
44189	errand	7
57933	hardened	3
106949	reunion	7
31177	daemon	5
28761	cove	1
48484	fervor	4
11470	bee	0
121023	straits	3
38983	doomed	3
113722	shoplifting	2
120700	stolen	0
129379	trainer	7
95762	powerless	2
75552	lusty	2
109827	sap	5
108032	rob	2
67309	intelligent	7
52027	fraught	5
39702	drivel	2
31892	debauchery	2
75011	lottery	1
3789	alive	7
51614	fortitude	4
7764	aspiring	4
28744	courtship	4
73021	lettered	1
81757	mourn	5
40307	duress	5
110879	scoundrel	7
74899	lord	7
49882	flea	2
138513	warned	3
113642	shoddy	2
24490	complicate	0
141230	wrongly	0
46473	expulsion	3
79363	military	3
47521	fanfare	1
7807	assassin	5
119182	squelch	2
121688	stunned	6
49519	fixed	7
74721	longing	1
91420	perdition	0
38992	doomsday	2
124779	system	7
135798	vanished	6
54391	gift	1
75948	magnificent	6
132272	uncertain	2
128870	torture	0
60927	hospice	5
19168	celebrity	6
130301	trepidation	1
11020	battalion	0
117864	special	4
30950	cutting	0
121447	stroke	5
123094	sunshine	4
77371	matchmaker	1
87203	ordnance	3
42564	enchanting	4
115390	slam	0
45981	expected	1
69000	irritating	0
3190	agony	0
33197	deluge	5
22267	clouded	5
25200	condemnation	0
33840	depreciate	0
8261	astrologer	1
27497	convict	5
39762	drool	2
4038	allure	6
109659	sanctification	7
77541	matrimony	1
29247	crazy	5
54064	generous	4
113010	sham	0
94390	poaching	0
64659	indemnity	7
141237	wrongly	5
18083	cardiomyopathy	3
107843	risk	3
427	abscess	5
41868	elusive	6
125593	taunt	3
124080	swastika	0
133023	uneasy	3
111482	secrete	2
45259	excellence	7
48214	felicity	4
96909	prestige	7
141640	youth	0
104709	remains	7
98134	progression	4
87632	outcast	2
48237	fell	5
24690	compress	0
58363	havoc	3
109077	rupture	5
90029	partnership	7
103221	recurrent	1
15642	brothel	2
2219	adoration	7
18494	cash	4
126577	terrorist	5
99561	public	1
48504	festive	4
56152	greedy	2
114207	sick	5
63871	inaugural	1
93449	pith	7
62780	immoral	0
57000	guilty	0
133760	unjust	0
47921	favorable	1
90509	patron	7
20749	chocolate	7
44753	euthanasia	3
28469	count	7
41714	elite	4
135883	varicella	3
123931	suspicious	1
75134	loving	4
32012	deceit	2
45249	excel	7
64547	incurable	5
137073	vigilant	3
104310	rejection	0
28599	county	7
42803	endless	3
66813	instability	3
36230	disapproving	0
55394	gorgeous	4
107563	rifle	3
124549	sympathetic	7
36267	disaster	5
82010	mule	0
29342	creature	2
30187	crypt	5
34454	destination	4
100483	quail	3
137069	vigilance	7
129400	traitor	0
133182	unfair	2
116453	snake	3
117533	soulmate	3
33727	deplorable	5
91427	perdition	5
108897	ruined	5
98911	prosper	1
126527	terrific	5
80569	modest	7
101090	rabble	0
35523	difficulty	3
82324	music	4
37777	disservice	5
67138	insult	6
107230	revolution	0
128170	tirade	0
36817	disease	5
40279	durability	7
111407	secluded	5
116877	socialist	5
118343	spike	3
8169	assured	7
9863	bacteria	3
5340	annihilate	0
104383	rekindle	3
141648	youth	6
98137	progression	5
71709	laser	7
118564	splendid	4
110350	scapegoat	0
54904	glory	4
88467	overwhelmed	5
34117	descent	5
115502	slaughterhouse	2
122588	suddenly	6
49031	finally	1
8243	astray	3
119619	star	7
46323	explosive	3
42664	encourage	4
39201	dove	1
63507	imprisonment	5
57763	hanging	3
131167	tumour	5
106087	resisting	5
74160	litigious	0
117344	soothing	4
38991	doomsday	1
137654	vivid	4
30010	cruelly	0
95372	possessed	2
113853	shot	3
433	absence	3
82487	mutilation	5
70570	killing	0
134962	unwashed	2
99907	punished	5
8563	atrocity	3
56067	gray	5
104940	remove	0
102161	ready	1
105061	renovate	1
73234	liberation	4
34870	devastation	0
75584	luxurious	4
7341	arrival	1
95911	pray	1
8612	attacking	2
13507	blue	5
9473	avoiding	3
52299	friendship	7
133358	unguarded	6
60090	hoax	0
25494	confidence	4
64553	incursion	3
71332	lament	2
44474	established	4
13028	blast	6
50943	forced	3
75234	luck	4
6253	appendicitis	3
32660	defiant	0
74701	long	1
118323	spider	3
58089	harmony	7
73569	liking	7
5847	antisocial	5
120300	sterling	0
15252	bribery	2
114057	shroud	5
50849	footing	7
94127	plight	5
61288	humanitarian	6
107753	riot	3
67143	insulting	3
107034	reverence	4
37327	disparage	5
64522	incubus	2
9530	awful	0
52627	fruitless	5
64290	incompatible	0
139203	weight	3
112477	seriousness	5
36263	disaster	3
103697	refugee	5
127393	threatening	3
129957	traumatic	5
80370	mob	0
87120	orchestra	0
33427	demoralized	5
1247	aching	5
68289	intuition	7
112259	sentry	7
68031	intimately	1
91060	penalty	0
113963	shrapnel	3
12711	birthday	1
129259	trade	7
85330	obliterate	0
34937	deviation	5
137521	visionary	1
62661	immaturity	1
20212	cheat	2
77783	measles	3
110614	scholarship	4
25552	confined	2
43731	epidemic	1
124178	sweet	6
32487	defeated	5
34423	despotic	3
7948	assessment	6
83727	neurosis	5
15753	brutality	3
32803	deformity	3
107210	revolt	0
12007	bereavement	5
137278	violent	6
34157	desecration	5
114733	sinful	3
71970	lava	0
108987	rumor	5
110828	score	6
70679	kindred	7
73244	liberty	4
96223	predicament	3
34190	deserve	0
78308	memorable	6
86727	opium	5
3577	alcoholism	5
52303	frigate	3
55942	grating	2
110570	schism	0
35061	devout	1
80430	mocking	0
117392	sordid	2
75854	magical	4
24133	compassion	3
2963	aga	3
66697	insignificant	5
72897	leprosy	5
67642	interior	2
58403	hazard	3
12790	bitch	0
125689	teacher	7
120593	stint	3
92283	pest	3
13887	bomb	5
43133	enigmatic	3
11820	belt	0
45339	exchange	7
28853	cowardice	3
47787	fatal	5
10759	bartender	7
74220	livid	0
13888	bomb	6
94583	poisonous	3
128023	timidity	3
15364	brighten	4
13542	blunder	2
82202	murder	2
138073	vulture	3
69938	jubilant	6
65313	infamous	3
112873	shackle	3
105799	rescue	7
34453	destination	3
136048	veer	6
121111	strategist	1
11997	bereaved	5
123081	sunset	1
34461	destined	1
20764	choir	4
99189	provide	7
68112	intoxicated	2
51639	fortress	7
1120	accursed	0
113734	shopping	4
140413	woe	3
61289	humanitarian	7
60087	hoary	5
12393	bigoted	3
115131	skewed	1
87934	outstanding	4
61309	humanity	7
112100	senseless	0
108241	romantic	1
97959	professional	7
36507	discomfort	5
29590	criminality	0
34433	despotism	3
11384	beautify	4
124543	sympathetic	3
104749	remarkable	7
140927	wrangling	5
48189	feeling	7
25567	confinement	5
40070	duel	0
106490	restrain	0
101341	raffle	1
131787	ultimate	5
140889	worthy	7
99903	punished	3
83593	nervous	3
60638	hopeful	6
101408	raid	6
86079	officer	7
82208	murder	6
32512	defective	2
37050	disinformation	0
60602	hoot	2
106073	resistant	3
103959	registry	7
104397	relapse	5
76633	manipulation	3
120349	steward	7
63339	important	7
46119	experienced	7
50821	football	1
73761	linger	1
130137	treat	5
29647	crippled	5
37487	displeased	5
34487	destitute	5
33120	delinquent	0
17943	captive	3
8783	attorney	3
38499	divorce	7
10009	bait	7
140859	worship	7
66292	inmate	2
102740	reckless	0
28762	cove	2
72067	lawsuit	5
90567	paucity	5
93508	placard	6
58272	hateful	2
74783	loom	3
36277	disastrous	5
62787	immoral	5
32583	defenseless	3
12812	bitterly	2
45394	excite	4
133342	ungrateful	2
104393	relapse	3
95744	powerful	4
3118	aghast	6
11989	bequest	7
82500	mutter	0
129093	towering	3
58874	heavens	4
76530	maniac	0
54997	glum	5
23551	coming	1
84633	notoriety	3
56981	guillotine	1
34437	despotism	5
15369	brighten	7
33823	depraved	3
69818	jolt	6
62639	immaculate	7
27492	convict	2
138	abduction	6
102921	reconciliation	1
82472	mutilated	2
29359	credence	7
61783	hydrocephalus	3
100059	purely	7
81777	mourning	5
42071	embrace	1
86227	older	5
37062	disingenuous	2
130693	troll	3
23212	collusion	2
78337	memorials	5
61561	hunting	1
87627	outburst	5
2400	adverse	0
57093	gulp	3
95874	praised	4
10169	ballot	7
72068	lawsuit	6
11043	battered	3
59487	hermit	5
43599	entrust	7
33340	demonic	0
35351	dictatorship	1
37902	distaste	2
133222	unfavorable	2
25553	confined	3
128440	tolerate	0
130189	tree	7
140432	woefully	2
81058	monstrosity	6
86842	oppression	2
133148	unexpectedly	6
71111	labyrinth	1
78059	meditate	7
72462	leeches	2
38157	disturbed	5
106941	reunion	1
80914	money	4
101823	rat	3
81313	morgue	3
47924	favorable	4
77993	medical	3
38737	dole	5
101740	rapping	0
28579	countryman	7
83377	negative	5
43199	enlighten	7
113042	shame	2
114700	sin	0
24211	compensate	1
133099	unequivocal	7
107174	revival	4
94397	poaching	5
140033	wince	3
68080	intolerance	0
60950	hostage	0
120382	sticky	2
4443	ambulance	3
132092	unattractive	2
87637	outcast	5
141263	xenophobia	3
77782	measles	2
11303	bearish	3
56021	gravitate	1
7800	assassin	0
49912	fleece	2
21449	civilized	7
71324	lamb	4
26019	connective	7
71918	laughter	6
113151	sharpen	1
84273	noncompliance	3
41561	elegance	1
87650	outcry	0
36543	discontent	3
28471	countdown	1
131420	tussle	0
14503	bottomless	3
69470	jealous	0
112577	servile	5
111151	scrutinize	1
113504	shining	4
68670	involvement	0
116330	smother	0
73249	liberty	7
140990	wreck	0
102007	ravenous	5
29722	critter	2
95828	practiced	6
126290	tension	0
44808	evanescence	6
130060	treachery	0
63977	incase	5
60657	hopelessness	5
101802	rascal	2
107532	ridiculous	2
12380	bigot	0
94014	pledge	4
96191	precursor	1
81401	morrow	1
62434	illumination	4
25240	condescension	0
113521	ship	1
23719	commerce	7
85990	offender	0
68817	irreconcilable	5
36232	disapproving	2
89781	parole	1
115532	slavery	2
5067	anchorage	5
31303	damnation	3
25550	confined	0
87279	organization	7
126578	terrorist	6
959	accord	7
64822	indifference	2
25560	confinement	0
139332	wench	2
20783	cholera	3
78634	meritorious	4
3518	alarm	6
6473	apprehension	3
8562	atrocity	2
55301	goodness	1
64729	indestructible	7
64360	incongruous	0
110360	scar	0
3680	alienate	0
124244	sweets	4
113731	shopping	1
82232	murky	2
65237	inexcusable	5
95749	powerful	7
113003	shaky	3
19739	chancellor	7
88317	overpriced	5
76094	majority	4
65357	infanticide	5
107851	risky	1
37172	dislocated	2
32559	defender	7
101013	quivering	3
50203	flounder	3
94669	policeman	7
135179	upright	7
